Warning: Permanently added '[localhost]:7284' (ED25519) to the list of known hosts.
2024/05/18 14:43:34 ignoring optional flag "sandboxArg"="0"
2024/05/18 14:43:34 parsed 1 programs
syzkaller login: [  585.403049][ T6171] cgroup: Unknown subsys name 'net'
[  589.114739][ T6240] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.115775][ T6240] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.119594][ T6198] veth1_vlan: entered promiscuous mode
[  589.123522][ T6194] veth1_macvtap: entered promiscuous mode
[  589.125396][ T6207] netdevsim netdevsim2 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.125989][ T6207] netdevsim netdevsim2 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.126449][ T6207] netdevsim netdevsim2 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.126911][ T6207] netdevsim netdevsim2 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.131681][ T8793] bridge0: port 1(bridge_slave_0) entered blocking state
[  589.132145][ T8793] bridge0: port 1(bridge_slave_0) entered forwarding state
[  589.134023][ T6189] veth1_vlan: entered promiscuous mode
[  589.136564][ T6240] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.137188][ T6240] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.138237][ T6240] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.143603][ T6240] netdevsim netdevsim0 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.144144][ T6240] netdevsim netdevsim0 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.144673][ T6240] netdevsim netdevsim0 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.145197][ T6240] netdevsim netdevsim0 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.148054][ T8692] bridge0: port 2(bridge_slave_1) entered blocking state
[  589.148535][ T8692] bridge0: port 2(bridge_slave_1) entered forwarding state
[  589.160701][ T6247] 8021q: adding VLAN 0 to HW filter on device batadv0
[  589.172892][ T6198] veth0_macvtap: entered promiscuous mode
[  589.180663][ T6194] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.181255][ T6194] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.181791][ T6194] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.182364][ T6194] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.183450][ T6194] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.184612][ T6194] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.185169][ T6194] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.185656][ T6194] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.186180][ T6194] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.187155][ T6194] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.201647][ T6198] veth1_macvtap: entered promiscuous mode
[  589.207410][ T6189] veth0_macvtap: entered promiscuous mode
[  589.220587][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.221193][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.221729][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.222299][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.222828][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.223416][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.224524][ T6198] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.225674][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.226280][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.226836][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.227420][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.227963][ T6198] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.228553][ T6198] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.230195][ T6198] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.269772][ T6189] veth1_macvtap: entered promiscuous mode
[  589.280142][ T6194] netdevsim netdevsim1 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.280696][ T6194] netdevsim netdevsim1 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.281220][ T6194] netdevsim netdevsim1 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.281745][ T6194] netdevsim netdevsim1 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.298896][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.299515][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.300069][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.300664][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.301221][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.301817][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.302373][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.302966][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.304098][ T6189] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.310931][ T6253] 8021q: adding VLAN 0 to HW filter on device batadv0
[  589.346249][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.346825][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.347335][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.347874][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.348401][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.349031][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.349541][ T6189] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.350091][ T6189] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.351168][ T6189] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.368404][ T6198] netdevsim netdevsim4 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.369037][ T6198] netdevsim netdevsim4 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.369528][ T6198] netdevsim netdevsim4 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.370012][ T6198] netdevsim netdevsim4 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.400146][ T6252] 8021q: adding VLAN 0 to HW filter on device batadv0
[  589.439952][ T6189] netdevsim netdevsim3 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.440457][ T6189] netdevsim netdevsim3 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.440937][ T6189] netdevsim netdevsim3 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.441411][ T6189] netdevsim netdevsim3 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.479629][ T6247] veth0_vlan: entered promiscuous mode
[  589.482107][ T6247] veth1_vlan: entered promiscuous mode
[  589.574035][ T6253] veth0_vlan: entered promiscuous mode
[  589.576589][ T6253] veth1_vlan: entered promiscuous mode
[  589.591590][ T6247] veth0_macvtap: entered promiscuous mode
[  589.593242][ T6247] veth1_macvtap: entered promiscuous mode
[  589.597013][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.597625][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.598185][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.598851][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.599348][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.599872][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.600372][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.600881][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.601384][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.601882][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.602989][ T6247] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.677764][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.678392][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.679170][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.679724][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.680241][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.680800][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.681316][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.681865][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.682405][ T6247] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.682960][ T6247] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.684469][ T6247] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.714710][ T6252] veth0_vlan: entered promiscuous mode
[  589.724693][ T6247] netdevsim netdevsim5 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.725313][ T6247] netdevsim netdevsim5 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.725888][ T6247] netdevsim netdevsim5 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.726445][ T6247] netdevsim netdevsim5 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.739079][ T6280] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  589.739756][ T6280] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  589.769506][ T8793] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  589.770028][ T8793] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  589.777097][ T6253] veth0_macvtap: entered promiscuous mode
[  589.777546][ T8692] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  589.777977][ T8692] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  589.778884][ T6253] veth1_macvtap: entered promiscuous mode
[  589.833041][ T8692] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  589.833456][ T8692] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  589.834195][ T6252] veth1_vlan: entered promiscuous mode
[  589.891717][ T6252] veth0_macvtap: entered promiscuous mode
[  589.895589][ T6252] veth1_macvtap: entered promiscuous mode
[  589.902544][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.903122][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.903608][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.904125][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.904592][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.905094][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.905563][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.906079][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.906636][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.907170][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.907664][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.908204][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.909673][ T6252] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.912100][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.912680][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.913191][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.913751][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.914256][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.914811][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.915326][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.915877][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.916386][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.916928][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.917436][ T6252] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  589.917976][ T6252] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.919117][ T6252] batman_adv: batadv0: Interface activated: batadv_slave_1
[  589.921614][ T6252] netdevsim netdevsim6 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  589.922128][ T6252] netdevsim netdevsim6 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  589.922592][ T6252] netdevsim netdevsim6 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  589.923083][ T6252] netdevsim netdevsim6 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  589.927284][ T8985] loop0: detected capacity change from 0 to 512
[  589.928373][ T8985] EXT4-fs: Ignoring removed orlov option
[  589.928987][ T8985] EXT4-fs: Ignoring removed nomblk_io_submit option
[  589.931917][ T8985] EXT4-fs: Warning: mounting with data=journal disables delayed allocation, dioread_nolock, O_DIRECT and fast_commit support!
[  589.932580][ T8985] EXT4-fs (loop0): can't mount with both data=journal and dax
[  589.941220][ T8980] loop2: detected capacity change from 0 to 512
[  589.942057][ T8980] EXT4-fs: Ignoring removed orlov option
[  589.942393][ T8980] EXT4-fs: Ignoring removed nomblk_io_submit option
[  589.944439][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.945001][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.945487][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.946022][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.946506][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.947040][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.947525][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.948059][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.948562][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.949282][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.949763][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.950323][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.950808][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  589.951329][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  589.952648][ T6253] batman_adv: batadv0: Interface activated: batadv_slave_0
[  589.959654][ T8980] EXT4-fs (loop2): can't mount with both data=journal and dax
[  589.997856][ T8996] loop0: detected capacity change from 0 to 512
[  589.999832][ T8996] EXT4-fs: Ignoring removed orlov option
[  590.000162][ T8996] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.017880][ T8996] EXT4-fs (loop0): can't mount with both data=journal and dax
[  590.038043][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.038631][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.039277][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.039923][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.040416][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.041027][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.041543][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.042185][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.042788][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.043427][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.044028][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.044591][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.045203][ T6253] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  590.045846][ T6253] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  590.047124][ T6253] batman_adv: batadv0: Interface activated: batadv_slave_1
[  590.090272][ T8692] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.090717][ T8692] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.106200][ T9031] loop2: detected capacity change from 0 to 512
[  590.107113][ T9031] EXT4-fs: Ignoring removed orlov option
[  590.107453][ T9031] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.108792][ T6272] Bluetooth: hci3: command tx timeout
[  590.110819][ T9031] EXT4-fs (loop2): can't mount with both data=journal and dax
[  590.118293][ T7312] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.118809][ T7312] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.162326][ T9044] loop0: detected capacity change from 0 to 512
[  590.163403][ T9044] EXT4-fs: Ignoring removed orlov option
[  590.163744][ T9044] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.167417][ T9044] EXT4-fs (loop0): can't mount with both data=journal and dax
[  590.178579][ T8692] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.179142][ T8692] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.188987][ T6253] netdevsim netdevsim7 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  590.189506][ T6253] netdevsim netdevsim7 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  590.189986][ T6253] netdevsim netdevsim7 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  590.190464][ T6253] netdevsim netdevsim7 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  590.191656][ T6272] Bluetooth: hci1: command tx timeout
[  590.201917][ T9057] loop2: detected capacity change from 0 to 512
[  590.202978][ T9057] EXT4-fs: Ignoring removed orlov option
[  590.203323][ T9057] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.203490][ T6371] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.204071][ T6371] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.215159][ T9057] EXT4-fs (loop2): can't mount with both data=journal and dax
[  590.236168][ T9069] loop0: detected capacity change from 0 to 512
[  590.238198][ T9069] EXT4-fs: Ignoring removed orlov option
[  590.238575][ T9069] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.238953][ T8793] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.238997][ T8793] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.245825][ T9069] EXT4-fs (loop0): can't mount with both data=journal and dax
[  590.268955][ T6272] Bluetooth: hci4: command tx timeout
[  590.269293][ T6272] Bluetooth: hci2: command tx timeout
[  590.269592][ T6272] Bluetooth: hci7: command tx timeout
[  590.269943][ T6272] Bluetooth: hci5: command tx timeout
[  590.270322][ T6272] Bluetooth: hci0: command tx timeout
[  590.270684][ T6272] Bluetooth: hci6: command tx timeout
[  590.282531][ T8793] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.282994][ T8793] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.291902][ T9083] loop2: detected capacity change from 0 to 512
[  590.292745][ T9083] EXT4-fs: Ignoring removed orlov option
[  590.293072][ T9083] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.298949][ T9083] EXT4-fs (loop2): can't mount with both data=journal and dax
[  590.308312][ T9076] loop4: detected capacity change from 0 to 512
[  590.322177][ T9076] EXT4-fs: Ignoring removed orlov option
[  590.322553][ T9076] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.327717][ T9076] EXT4-fs (loop4): can't mount with both data=journal and dax
[  590.328805][ T6193] I/O error, dev loop2, sector 0 op 0x0:(READ) flags 0x80700 phys_seg 1 prio class 0
[  590.332843][ T9085] loop1: detected capacity change from 0 to 512
[  590.336572][ T9085] EXT4-fs: Ignoring removed orlov option
[  590.336926][ T9085] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.341080][ T9085] EXT4-fs (loop1): can't mount with both data=journal and dax
[  590.341228][ T9092] loop0: detected capacity change from 0 to 512
[  590.342303][ T9092] EXT4-fs: Ignoring removed orlov option
[  590.342641][ T9092] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.345237][ T9092] EXT4-fs (loop0): can't mount with both data=journal and dax
[  590.381874][ T9103] loop2: detected capacity change from 0 to 512
[  590.382894][ T9103] EXT4-fs: Ignoring removed orlov option
[  590.383306][ T9103] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.396194][ T9103] EXT4-fs (loop2): can't mount with both data=journal and dax
[  590.399727][ T9105] loop3: detected capacity change from 0 to 512
[  590.400818][ T9105] EXT4-fs: Ignoring removed orlov option
[  590.401178][ T9105] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.403740][ T9105] EXT4-fs (loop3): can't mount with both data=journal and dax
[  590.405467][ T6924] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.405932][ T6924] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.444185][ T6924] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.444659][ T6924] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.484908][ T9116] loop5: detected capacity change from 0 to 512
[  590.496434][ T9116] EXT4-fs: Ignoring removed orlov option
[  590.496844][ T9116] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.512582][ T9116] EXT4-fs (loop5): can't mount with both data=journal and dax
[  590.568676][    C0] hrtimer: interrupt took 19350 ns
[  590.631517][ T9138] loop0: detected capacity change from 0 to 512
[  590.632444][ T9138] EXT4-fs: Ignoring removed orlov option
[  590.632810][ T9138] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.633634][ T9136] loop5: detected capacity change from 0 to 512
[  590.634478][ T9136] EXT4-fs: Ignoring removed orlov option
[  590.634831][ T9136] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.648289][ T9136] EXT4-fs (loop5): can't mount with both data=journal and dax
[  590.648877][ T9138] EXT4-fs (loop0): can't mount with both data=journal and dax
[  590.732485][ T9153] loop1: detected capacity change from 0 to 512
[  590.734726][ T9151] loop2: detected capacity change from 0 to 512
[  590.735615][ T9151] EXT4-fs: Ignoring removed orlov option
[  590.735973][ T9151] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.737036][ T9153] EXT4-fs: Ignoring removed orlov option
[  590.737392][ T9153] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.738025][ T9153] EXT4-fs (loop1): can't mount with both data=journal and dax
[  590.738532][ T9151] EXT4-fs (loop2): can't mount with both data=journal and dax
[  590.781826][   T46] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.782265][   T46] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.794439][ T6302] I/O error, dev loop2, sector 0 op 0x0:(READ) flags 0x80700 phys_seg 1 prio class 0
[  590.810338][ T9166] loop4: detected capacity change from 0 to 512
[  590.811180][ T9166] EXT4-fs: Ignoring removed orlov option
[  590.811518][ T9166] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.820735][ T8692] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.821201][ T8692] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.824561][ T9166] EXT4-fs (loop4): can't mount with both data=journal and dax
[  590.826908][ T9173] loop3: detected capacity change from 0 to 512
[  590.827749][ T9173] EXT4-fs: Ignoring removed orlov option
[  590.828084][ T9173] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.832242][ T9173] EXT4-fs (loop3): can't mount with both data=journal and dax
2024/05/18 14:43:39 executed programs: 26
[  590.926485][ T9198] loop6: detected capacity change from 0 to 512
[  590.930708][ T9198] EXT4-fs: Ignoring removed orlov option
[  590.931062][ T9198] EXT4-fs: Ignoring removed nomblk_io_submit option
[  590.934938][ T9198] EXT4-fs (loop6): can't mount with both data=journal and dax
[  590.958393][ T6371] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.958973][ T6371] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  590.974957][ T8692] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  590.975428][ T8692] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  591.053263][ T9223] loop7: detected capacity change from 0 to 512
[  591.054127][ T9223] EXT4-fs: Ignoring removed orlov option
[  591.054518][ T9223] EXT4-fs: Ignoring removed nomblk_io_submit option
[  591.059555][ T9223] EXT4-fs (loop7): can't mount with both data=journal and dax
[  591.569744][ T6291] I/O error, dev loop7, sector 0 op 0x0:(READ) flags 0x80700 phys_seg 1 prio class 0
[  591.626495][ T9240] loop6: detected capacity change from 0 to 512
[  591.636106][ T9240] EXT4-fs: Ignoring removed orlov option
