
Debian GNU/Linux 11 syzkaller ttyS0

Warning: Permanently added '[localhost]:14393' (ED25519) to the list of known hosts.
2024/05/20 01:39:10 ignoring optional flag "sandboxArg"="0"
2024/05/20 01:39:10 parsed 1 programs
syzkaller login: [  239.357004][ T6181] cgroup: Unknown subsys name 'net'
[  244.643115][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.643859][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.644543][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.645284][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.645964][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.646673][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.647315][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.648002][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.648643][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.649328][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.649977][ T6223] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3f) already exists on: batadv_slave_1
[  244.650646][ T6223] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  244.652368][ T6223] batman_adv: batadv0: Interface activated: batadv_slave_1
[  244.714539][ T6197] netdevsim netdevsim0 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  244.715235][ T6197] netdevsim netdevsim0 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  244.715891][ T6197] netdevsim netdevsim0 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  244.716543][ T6197] netdevsim netdevsim0 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  244.722896][ T7295] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.723715][ T7295] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  244.752215][   T45] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.752771][   T45] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  244.762440][ T1995] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.763175][ T1995] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  244.789812][ T6223] netdevsim netdevsim7 netdevsim0: set [1, 0] type 2 family 0 port 6081 - 0
[  244.790539][ T6223] netdevsim netdevsim7 netdevsim1: set [1, 0] type 2 family 0 port 6081 - 0
[  244.791631][ T6223] netdevsim netdevsim7 netdevsim2: set [1, 0] type 2 family 0 port 6081 - 0
[  244.792708][ T6223] netdevsim netdevsim7 netdevsim3: set [1, 0] type 2 family 0 port 6081 - 0
[  244.846610][ T8810] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.847163][ T8810] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  244.898364][   T56] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.898957][   T56] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  244.910736][ T1995] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  244.911319][ T1995] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  294.770638][ T6244] Bluetooth: hci1: command tx timeout
[  294.771080][ T6244] Bluetooth: hci0: command tx timeout
[  294.771515][ T6244] Bluetooth: hci6: command tx timeout
[  294.771969][ T6244] Bluetooth: hci5: command tx timeout
[  294.772396][ T6244] Bluetooth: hci2: command tx timeout
[  294.772821][ T6244] Bluetooth: hci7: command tx timeout
[  294.773241][ T6244] Bluetooth: hci3: command tx timeout
[  294.773687][ T6244] Bluetooth: hci4: command tx timeout
2024/05/20 01:40:06 executed programs: 8
[  294.903497][ T1233] ieee802154 phy0 wpan0: encryption failed: -22
[  294.904275][ T1233] ieee802154 phy1 wpan1: encryption failed: -22
[  299.602274][ T6209] Bluetooth: hci4: command tx timeout
[  299.602795][ T6209] Bluetooth: hci3: command tx timeout
[  299.603233][ T6209] Bluetooth: hci7: command tx timeout
[  299.603646][ T6209] Bluetooth: hci2: command tx timeout
[  299.604051][ T6209] Bluetooth: hci5: command tx timeout
[  299.604447][ T6209] Bluetooth: hci6: command tx timeout
[  299.604834][ T6209] Bluetooth: hci0: command tx timeout
[  299.605237][ T6209] Bluetooth: hci1: command tx timeout
[  299.762278][ T9037] wlan0: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  299.762858][ T9037] wlan0: Creating new IBSS network, BSSID 50:50:50:50:50:50
[  299.782377][   T61] wlan1: Created IBSS using preconfigured BSSID 50:50:50:50:50:50
[  299.782998][   T61] wlan1: Creating new IBSS network, BSSID 50:50:50:50:50:50
2024/05/20 01:40:11 executed programs: 10
[  300.318636][ T6209] Bluetooth: hci5: unexpected cc 0x0c03 length: 249 > 1
[  300.319779][ T6209] Bluetooth: hci5: unexpected cc 0x1003 length: 249 > 9
[  300.320385][ T6209] Bluetooth: hci5: unexpected cc 0x1001 length: 249 > 9
[  300.321151][ T6209] Bluetooth: hci5: unexpected cc 0x0c23 length: 249 > 4
[  300.327027][ T6209] Bluetooth: hci5: unexpected cc 0x0c25 length: 249 > 3
[  300.327813][ T6209] Bluetooth: hci5: unexpected cc 0x0c38 length: 249 > 2
[  300.391247][ T3434] Bluetooth: hci7: unexpected cc 0x0c03 length: 249 > 1
[  300.393953][ T3434] Bluetooth: hci7: unexpected cc 0x1003 length: 249 > 9
[  300.394568][ T3434] Bluetooth: hci7: unexpected cc 0x1001 length: 249 > 9
[  300.395347][ T3434] Bluetooth: hci7: unexpected cc 0x0c23 length: 249 > 4
[  300.395989][ T3434] Bluetooth: hci7: unexpected cc 0x0c25 length: 249 > 3
[  300.396606][ T3434] Bluetooth: hci7: unexpected cc 0x0c38 length: 249 > 2
[  300.545483][ T9102] chnl_net:caif_netlink_parms(): no params data found
[  300.578589][ T9107] chnl_net:caif_netlink_parms(): no params data found
[  300.699921][ T9102] bridge0: port 1(bridge_slave_0) entered blocking state
[  300.700407][ T9102] bridge0: port 1(bridge_slave_0) entered disabled state
[  300.700909][ T9102] bridge_slave_0: entered allmulticast mode
[  300.701644][ T9102] bridge_slave_0: entered promiscuous mode
[  300.705315][ T9102] bridge0: port 2(bridge_slave_1) entered blocking state
[  300.705778][ T9102] bridge0: port 2(bridge_slave_1) entered disabled state
[  300.706286][ T9102] bridge_slave_1: entered allmulticast mode
[  300.706997][ T9102] bridge_slave_1: entered promiscuous mode
[  300.726987][ T9102] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  300.728530][ T9102] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  300.740088][ T9102] team0: Port device team_slave_0 added
[  300.741349][ T9102] team0: Port device team_slave_1 added
[  300.820728][ T9102] batman_adv: batadv0: Adding interface: batadv_slave_0
[  300.821156][ T9102] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  300.822640][ T9102] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  300.836228][ T9107] bridge0: port 1(bridge_slave_0) entered blocking state
[  300.836748][ T9107] bridge0: port 1(bridge_slave_0) entered disabled state
[  300.837264][ T9107] bridge_slave_0: entered allmulticast mode
[  300.837988][ T9107] bridge_slave_0: entered promiscuous mode
[  300.839203][ T9107] bridge0: port 2(bridge_slave_1) entered blocking state
[  300.839632][ T9107] bridge0: port 2(bridge_slave_1) entered disabled state
[  300.840116][ T9107] bridge_slave_1: entered allmulticast mode
[  300.840796][ T9107] bridge_slave_1: entered promiscuous mode
[  300.861198][ T9102] batman_adv: batadv0: Adding interface: batadv_slave_1
[  300.861624][ T9102] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  300.862973][ T9102] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  300.936098][ T9107] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  300.937739][ T9107] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  301.565243][ T9102] hsr_slave_0: entered promiscuous mode
[  302.384809][ T6244] Bluetooth: hci5: command tx timeout
[  302.413799][ T9102] hsr_slave_1: entered promiscuous mode
[  302.467166][ T9102] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  302.467749][ T9102] Cannot create hsr debugfs directory
[  302.480137][ T6244] Bluetooth: hci7: command tx timeout
[  302.491650][ T9107] team0: Port device team_slave_0 added
[  302.498774][ T9107] team0: Port device team_slave_1 added
[  302.538097][ T9107] batman_adv: batadv0: Adding interface: batadv_slave_0
[  302.538616][ T9107] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  302.540241][ T9107] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  302.541832][ T9107] batman_adv: batadv0: Adding interface: batadv_slave_1
[  302.542331][ T9107] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  302.544032][ T9107] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  303.315282][ T9107] hsr_slave_0: entered promiscuous mode
[  303.384169][ T9107] hsr_slave_1: entered promiscuous mode
[  304.159646][ T9107] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  304.160378][ T9107] Cannot create hsr debugfs directory
[  304.305655][ T9102] netdevsim netdevsim3 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  304.461761][ T6244] Bluetooth: hci5: command tx timeout
[  304.551855][ T6244] Bluetooth: hci7: command tx timeout
[  304.654880][   T45] netdevsim netdevsim7 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  304.673379][ T3434] Bluetooth: hci0: unexpected cc 0x0c03 length: 249 > 1
[  304.674832][ T3434] Bluetooth: hci0: unexpected cc 0x1003 length: 249 > 9
[  304.675786][ T3434] Bluetooth: hci0: unexpected cc 0x1001 length: 249 > 9
[  304.676560][ T3434] Bluetooth: hci0: unexpected cc 0x0c23 length: 249 > 4
[  304.677231][ T3434] Bluetooth: hci0: unexpected cc 0x0c25 length: 249 > 3
[  304.677838][ T3434] Bluetooth: hci0: unexpected cc 0x0c38 length: 249 > 2
[  304.706359][   T45] netdevsim netdevsim7 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  304.755456][   T45] netdevsim netdevsim7 netdevsim1 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  304.783253][ T9779] chnl_net:caif_netlink_parms(): no params data found
[  304.797213][   T45] netdevsim netdevsim7 netdevsim0 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  304.894679][ T3434] Bluetooth: hci1: unexpected cc 0x0c03 length: 249 > 1
[  304.898357][ T6258] Bluetooth: hci1: unexpected cc 0x1003 length: 249 > 9
[  304.899126][ T6258] Bluetooth: hci1: unexpected cc 0x1001 length: 249 > 9
[  304.900066][ T6258] Bluetooth: hci1: unexpected cc 0x0c23 length: 249 > 4
[  304.900760][ T6258] Bluetooth: hci1: unexpected cc 0x0c25 length: 249 > 3
[  304.901399][ T6258] Bluetooth: hci1: unexpected cc 0x0c38 length: 249 > 2
[  304.905468][ T6244] Bluetooth: hci3: unexpected cc 0x0c03 length: 249 > 1
[  304.907958][ T6244] Bluetooth: hci3: unexpected cc 0x1003 length: 249 > 9
[  304.908867][ T6244] Bluetooth: hci3: unexpected cc 0x1001 length: 249 > 9
[  304.923854][ T6258] Bluetooth: hci3: unexpected cc 0x0c23 length: 249 > 4
[  304.924782][ T6258] Bluetooth: hci3: unexpected cc 0x0c25 length: 249 > 3
[  304.925406][ T6258] Bluetooth: hci3: unexpected cc 0x0c38 length: 249 > 2
[  304.941677][ T9779] bridge0: port 1(bridge_slave_0) entered blocking state
[  304.942590][ T9779] bridge0: port 1(bridge_slave_0) entered disabled state
[  304.943121][ T9779] bridge_slave_0: entered allmulticast mode
[  304.943897][ T9779] bridge_slave_0: entered promiscuous mode
[  304.975361][   T45] bridge_slave_1: left allmulticast mode
[  304.975958][   T45] bridge_slave_1: left promiscuous mode
[  304.976783][   T45] bridge0: port 2(bridge_slave_1) entered disabled state
[  304.980533][   T45] bridge_slave_0: left allmulticast mode
[  304.980884][   T45] bridge_slave_0: left promiscuous mode
[  304.981267][   T45] bridge0: port 1(bridge_slave_0) entered disabled state
[  305.072487][ T6244] Bluetooth: hci4: unexpected cc 0x0c03 length: 249 > 1
[  305.075290][ T6244] Bluetooth: hci4: unexpected cc 0x1003 length: 249 > 9
[  305.075878][ T6244] Bluetooth: hci4: unexpected cc 0x1001 length: 249 > 9
[  305.077334][ T6244] Bluetooth: hci6: unexpected cc 0x0c03 length: 249 > 1
[  305.078415][ T6244] Bluetooth: hci4: unexpected cc 0x0c23 length: 249 > 4
[  305.078852][ T6244] Bluetooth: hci6: unexpected cc 0x1003 length: 249 > 9
[  305.079380][ T6244] Bluetooth: hci4: unexpected cc 0x0c25 length: 249 > 3
[  305.079839][ T6244] Bluetooth: hci6: unexpected cc 0x1001 length: 249 > 9
[  305.080284][ T6244] Bluetooth: hci4: unexpected cc 0x0c38 length: 249 > 2
[  305.120217][ T6258] Bluetooth: hci6: unexpected cc 0x0c23 length: 249 > 4
[  305.126916][ T6258] Bluetooth: hci6: unexpected cc 0x0c25 length: 249 > 3
[  305.127383][ T6258] Bluetooth: hci6: unexpected cc 0x0c38 length: 249 > 2
[  305.174653][   T45] bond0 (unregistering): (slave bond_slave_0): Releasing backup interface
[  305.224336][   T45] bond0 (unregistering): (slave bond_slave_1): Releasing backup interface
[  305.283882][   T45] bond0 (unregistering): Released all slaves
[  305.286474][ T9779] bridge0: port 2(bridge_slave_1) entered blocking state
[  305.287010][ T9779] bridge0: port 2(bridge_slave_1) entered disabled state
[  305.287582][ T9779] bridge_slave_1: entered allmulticast mode
[  305.288456][ T9779] bridge_slave_1: entered promiscuous mode
[  305.371753][ T9779] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  305.373899][ T9779] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  305.416718][   T45] hsr_slave_0: left promiscuous mode
[  305.442069][   T45] hsr_slave_1: left promiscuous mode
[  305.511957][   T45] batman_adv: batadv0: Interface deactivated: batadv_slave_0
[  305.512522][   T45] batman_adv: batadv0: Removing interface: batadv_slave_0
[  305.514280][   T45] batman_adv: batadv0: Interface deactivated: batadv_slave_1
[  305.514788][   T45] batman_adv: batadv0: Removing interface: batadv_slave_1
[  305.518954][   T45] veth1_macvtap: left promiscuous mode
[  305.519580][   T45] veth0_macvtap: left promiscuous mode
[  305.519997][   T45] veth1_vlan: left promiscuous mode
[  305.520466][   T45] veth0_vlan: left promiscuous mode
[  305.622410][   T45] team0 (unregistering): Port device team_slave_1 removed
[  305.627519][   T45] team0 (unregistering): Port device team_slave_0 removed
[  305.684018][ T9779] team0: Port device team_slave_0 added
[  305.687930][ T6228] syz-executor.3 (6228) used greatest stack depth: 11200 bytes left
[  305.694332][ T9779] team0: Port device team_slave_1 added
[  305.722811][ T9779] batman_adv: batadv0: Adding interface: batadv_slave_0
[  305.723357][ T9779] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  305.725125][ T9779] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  305.727321][ T9779] batman_adv: batadv0: Adding interface: batadv_slave_1
[  305.727809][ T9779] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  305.729476][ T9779] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  305.890439][ T9914] chnl_net:caif_netlink_parms(): no params data found
[  305.963849][ T9779] hsr_slave_0: entered promiscuous mode
[  306.032006][ T9779] hsr_slave_1: entered promiscuous mode
[  306.077458][ T9779] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  306.078073][ T9779] Cannot create hsr debugfs directory
[  306.154611][ T9102] netdevsim netdevsim3 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.179163][ T9988] chnl_net:caif_netlink_parms(): no params data found
[  306.248135][ T9102] netdevsim netdevsim3 netdevsim1 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.258611][ T9991] chnl_net:caif_netlink_parms(): no params data found
[  306.279495][ T9914] bridge0: port 1(bridge_slave_0) entered blocking state
[  306.280002][ T9914] bridge0: port 1(bridge_slave_0) entered disabled state
[  306.280557][ T9914] bridge_slave_0: entered allmulticast mode
[  306.281402][ T9914] bridge_slave_0: entered promiscuous mode
[  306.321343][ T9915] chnl_net:caif_netlink_parms(): no params data found
[  306.329625][ T9914] bridge0: port 2(bridge_slave_1) entered blocking state
[  306.330167][ T9914] bridge0: port 2(bridge_slave_1) entered disabled state
[  306.330757][ T9914] bridge_slave_1: entered allmulticast mode
[  306.331633][ T9914] bridge_slave_1: entered promiscuous mode
[  306.357291][ T9102] netdevsim netdevsim3 netdevsim0 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.419378][ T9914] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  306.421906][ T9914] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  306.475309][ T9914] team0: Port device team_slave_0 added
[  306.476900][ T9914] team0: Port device team_slave_1 added
[  306.505936][ T9988] bridge0: port 1(bridge_slave_0) entered blocking state
[  306.506497][ T9988] bridge0: port 1(bridge_slave_0) entered disabled state
[  306.507081][ T9988] bridge_slave_0: entered allmulticast mode
[  306.507982][ T9988] bridge_slave_0: entered promiscuous mode
[  306.529726][ T9107] netdevsim netdevsim1 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.542801][ T6258] Bluetooth: hci5: command tx timeout
[  306.554783][ T9988] bridge0: port 2(bridge_slave_1) entered blocking state
[  306.555380][ T9988] bridge0: port 2(bridge_slave_1) entered disabled state
[  306.556014][ T9988] bridge_slave_1: entered allmulticast mode
[  306.556955][ T9988] bridge_slave_1: entered promiscuous mode
[  306.563986][ T9915] bridge0: port 1(bridge_slave_0) entered blocking state
[  306.564532][ T9915] bridge0: port 1(bridge_slave_0) entered disabled state
[  306.565135][ T9915] bridge_slave_0: entered allmulticast mode
[  306.566055][ T9915] bridge_slave_0: entered promiscuous mode
[  306.567848][ T9915] bridge0: port 2(bridge_slave_1) entered blocking state
[  306.568376][ T9915] bridge0: port 2(bridge_slave_1) entered disabled state
[  306.568978][ T9915] bridge_slave_1: entered allmulticast mode
[  306.569867][ T9915] bridge_slave_1: entered promiscuous mode
[  306.571113][ T9914] batman_adv: batadv0: Adding interface: batadv_slave_0
[  306.571613][ T9914] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.573435][ T9914] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  306.590515][ T9991] bridge0: port 1(bridge_slave_0) entered blocking state
[  306.591125][ T9991] bridge0: port 1(bridge_slave_0) entered disabled state
[  306.591846][ T9991] bridge_slave_0: entered allmulticast mode
[  306.592826][ T9991] bridge_slave_0: entered promiscuous mode
[  306.597012][ T9107] netdevsim netdevsim1 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.601353][ T9914] batman_adv: batadv0: Adding interface: batadv_slave_1
[  306.601981][ T9914] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.603840][ T9914] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  306.619080][ T9915] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  306.621212][ T9988] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  306.622060][ T9991] bridge0: port 2(bridge_slave_1) entered blocking state
[  306.622438][ T6258] Bluetooth: hci7: command tx timeout
[  306.622631][ T9991] bridge0: port 2(bridge_slave_1) entered disabled state
[  306.623611][ T9991] bridge_slave_1: entered allmulticast mode
[  306.624521][ T9991] bridge_slave_1: entered promiscuous mode
[  306.634136][ T9988] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  306.635894][ T9915] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  306.648161][ T9991] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  306.671082][ T9991] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  306.673931][ T9915] team0: Port device team_slave_0 added
[  306.675651][ T9915] team0: Port device team_slave_1 added
[  306.702393][ T6258] Bluetooth: hci0: command tx timeout
[  306.723304][ T9914] hsr_slave_0: entered promiscuous mode
[  306.782223][ T9914] hsr_slave_1: entered promiscuous mode
[  306.831832][ T9914] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  306.832438][ T9914] Cannot create hsr debugfs directory
[  306.837617][ T9107] netdevsim netdevsim1 netdevsim1 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.844573][   T45] netdevsim netdevsim6 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.849944][ T9988] team0: Port device team_slave_0 added
[  306.860164][ T9915] batman_adv: batadv0: Adding interface: batadv_slave_0
[  306.860692][ T9915] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.862526][ T9915] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  306.865545][ T9988] team0: Port device team_slave_1 added
[  306.876625][ T9991] team0: Port device team_slave_0 added
[  306.882540][ T9915] batman_adv: batadv0: Adding interface: batadv_slave_1
[  306.883044][ T9915] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.884760][ T9915] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  306.892227][ T9991] team0: Port device team_slave_1 added
[  306.900250][ T9107] netdevsim netdevsim1 netdevsim0 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.911804][ T9988] batman_adv: batadv0: Adding interface: batadv_slave_0
[  306.912311][ T9988] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.913980][ T9988] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  306.920071][ T9988] batman_adv: batadv0: Adding interface: batadv_slave_1
[  306.920535][ T9988] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.922324][ T9988] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  306.925257][ T9991] batman_adv: batadv0: Adding interface: batadv_slave_0
[  306.925781][ T9991] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.927465][ T9991] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  306.932490][   T45] netdevsim netdevsim6 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  306.935502][ T9991] batman_adv: batadv0: Adding interface: batadv_slave_1
[  306.936029][ T9991] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  306.937835][ T9991] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  306.944309][ T6258] Bluetooth: hci1: command tx timeout
[  306.945020][ T6258] Bluetooth: hci3: command tx timeout
[  306.974059][ T9915] hsr_slave_0: entered promiscuous mode
[  307.032102][ T9915] hsr_slave_1: entered promiscuous mode
[  307.071750][ T9915] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  307.072307][ T9915] Cannot create hsr debugfs directory
[  307.091930][   T45] netdevsim netdevsim6 netdevsim1 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.101900][ T3434] Bluetooth: hci4: command tx timeout
[  307.143094][ T9991] hsr_slave_0: entered promiscuous mode
[  307.181962][ T3434] Bluetooth: hci6: command tx timeout
[  307.182309][ T9991] hsr_slave_1: entered promiscuous mode
[  307.231934][ T9991] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  307.232463][ T9991] Cannot create hsr debugfs directory
[  307.273896][ T9988] hsr_slave_0: entered promiscuous mode
[  307.312181][ T9988] hsr_slave_1: entered promiscuous mode
[  307.361836][ T9988] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  307.362367][ T9988] Cannot create hsr debugfs directory
[  307.368618][   T45] netdevsim netdevsim6 netdevsim0 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.502995][ T9107] netdevsim netdevsim1 netdevsim0: renamed from eth0
[  307.514468][ T9107] netdevsim netdevsim1 netdevsim1: renamed from eth1
[  307.516005][ T9107] netdevsim netdevsim1 netdevsim2: renamed from eth2
[  307.519241][ T9107] netdevsim netdevsim1 netdevsim3: renamed from eth3
[  307.567989][   T45] netdevsim netdevsim5 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.612214][   T45] netdevsim netdevsim5 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.644522][   T45] netdevsim netdevsim5 netdevsim1 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.685518][   T45] netdevsim netdevsim5 netdevsim0 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.737213][ T9107] 8021q: adding VLAN 0 to HW filter on device bond0
[  307.762987][ T9107] 8021q: adding VLAN 0 to HW filter on device team0
[  307.766333][    T9] bridge0: port 1(bridge_slave_0) entered blocking state
[  307.766916][    T9] bridge0: port 1(bridge_slave_0) entered forwarding state
[  307.773621][    T9] bridge0: port 2(bridge_slave_1) entered blocking state
[  307.774256][    T9] bridge0: port 2(bridge_slave_1) entered forwarding state
[  307.854103][   T45] netdevsim netdevsim4 netdevsim3 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.921185][   T45] netdevsim netdevsim4 netdevsim2 (unregistering): unset [1, 0] type 2 family 0 port 6081 - 0
[  307.959962][ T9102] netdevsim netdevsim3 netdevsim0: renamed from eth0
